"CWPName","SourceID","CWPStreet","CWPCity","CWPState","RegistryID","SupOver80CountUsDisp","CWPBioInspCount","BioVioLastYearFlag","BioQtrsWithVio","CWPBioFeaCount"
"AMITY TOWNSHIP","PAL070351","2004 WEAVERTOWN ROAD","DOUGLASSVILLE","PA","110056153184","0",0,"N",0,0
"AMORY POTW","MSL045489","HIGHWAY 278 WEST","AMORY","MS","110008514633","2",0,"N",0,0
"AMS CENTRAL RMF","FLL467049","SR 17 AND VIGIRON ROAD","TERRA CEIA","FL","110070002939",,0,"N",0,0
"AMSTERDAM (C)","NYL020290","61 CHURCH STREET","AMSTERDAM","NY","110069999417","0",0,"N",0,0
"ANACOCO ELEMENTARY & HIGH SCHOOL","LAJ660248","ON HWY 111","ANACOCO","LA","110046288370","0",0,"N",0,0
"ANACORTES WWTP","WAL020257","PO BOX 547","ANACORTES","WA","110012506216","0",0,"N",0,0
"ANADARKO PWA","OK0028151","801 NE 7TH ST.","ANADARKO","OK","110002047375","2",4,"N",0,0
"ANAHUAC WWTP","TX0033944","1238 POSKEY RD","ANAHUAC","TX","110006687344","1",0,"N",0,0
"ANAMOSA CITY OF STP","IA0025895","1205 WALWORTH AVENUE","ANAMOSA","IA","110002040149","0",0,"N",0,0
"ANCHOR BAY SCHOOLS-CASCO WWSL","MIG580328","5201 COUNTY LINE ROAD","CASCO","MI","110009026473","5",0,"N",0,0
"ANCHOR STONE CO.- TULSA ROCK","OKG950004","14901 EAST 66TH STREET NORTH","OWASSO","OK","110001633876","I",1,"N",0,0
"ANCHORAGE, MUNICIPALITY OF","AKL022551","2300 HUTSON DRIVE","ANCHORAGE","AK","110000523595","0",3,"Y",9,0
"ANCHORAGE, MUNICIPALITY OF","AKL022543","3000 ARCTIC BLVD","ANCHORAGE","AK","110000523595","0",0,"N",0,0
"ANCHORAGE, MUNICIPALITY OF","AKL047856","RUANE ROAD","GIRDWOOD","AK","110009038086","0",0,"N",0,0
"ANDALUSIA RIVERSIDE WWTP","AL0055417","21938 RABREN ROAD","ANDALUSIA","AL","110000713069","2",0,"N",0,0
"ANDELINA FARMS - SALINE","MI0060250","WEST MICHIGAN AVENUE, WEST OF AUSTIN ROAD","SALINE","MI","110070567850","1",0,"N",0,0
"ANDERSON WPCP","CAL077704","1887 HOWARD ST.","ANDERSON","CA","110069999512",,0,"N",0,0
"ANDERSON WWTF","MO0025801","HIGHWAY 59 SOUTH","ANDERSON","MO","110010283772","0",0,"N",0,0
"ANDERSON WWTP","IN0032476","2801 GENE GUSTIN WAY","ANDERSON","IN","110006645434","1",0,"N",0,0
"ANDERSON WWTP","INL032476","120 E 8TH ST","ANDERSON","IN","110069999437","9",0,"N",0,0
"ANDERSON/GENEROSTEE CREEK","SCL023752","OFF HILLHOUSE RD","ANDERSON","SC","110000577082","0",0,"N",0,0
"ANDERSON/ROCKY RIVER","SCL023744","S OF ANDERSON OFF LAWRENCE RD","ANDERSON","SC","110000562043","8",0,"N",0,0
"ANDOVER WPCF","OH0023876","155 MAPLE AVENUE","ANDOVER","OH","110006700196","2",0,"N",0,0
"ANDOVER, CITY OF","KSL092720","2115 EAST HARRY STREET","ANDOVER","KS","110011222319","0",0,"Y",4,0
"ANDOVER, CITY OF (WWTP)","KS0092720","2115 E HARRY ST","ANDOVER","KS","110011222319","0",1,"N",0,0
"ANDY BOWIE WWTP","TX0023621","6901 PADRE BLVD","PORT ISABEL","TX","110009745838","0",0,"N",0,0
"ANGELINA COUNTY FWSD NO 1 WWTP","TX0133329","500 TRINITY TRAIL","LUFKIN","TX","110064620085","3",0,"N",0,0
"ANGLE ACRES WWTP","TX0088366","120 CR 547C","ROSHARON","TX","110009747186","3",0,"N",0,0
"ANGLETON WWTP","TX0056316","500 SEBESTA RD","ANGLETON","TX","110009779061","0",0,"N",0,0
"ANGMAR WWTP","TX0137367","8040 RENDON BLODDWORTH RD","CITY OF MANSFIELD","TX","110070067374","2",0,"N",0,0
"ANGOLA WWTP","IN0021296","270 E REDDING RD","ANGOLA","IN","110039965936","0",0,"N",0,0
"ANGOLA WWTP","INL021296","CITY OF ANGOLA","ANGOLA","IN","110070001224",,0,"N",0,0
"ANGUILLA WASTEWATER TREATMENT  FACILITY","VIL020036","3A BETHLEHEM MIDDLE WORKS","CHRISTIANSTED, ST.CROIX","VI","110010135086","T",0,"N",0,0
"ANHEUSER BUSCH BALDWINSVILLE BREWERY","NYL00D031","2885 & 2970 BELGIUM RD","BALDWINSVILLE","NY","110069999335",,0,"N",0,0
"ANN ARBOR MS4","MI0053856","2000 SOUTH INDUSTRIAL HIGHWAY","ANN ARBOR","MI","110003675853","0",0,"N",0,0
"ANN ARBOR WWTP","MI0022217","49 S. DIXBORO ROAD","ANN ARBOR","MI","110009909313","0",0,"N",0,0
"ANNA STP","OH0023370","516 W MAIN ST","ANNA","OH","110009611303","0",0,"N",0,0
"ANNA STP, CITY OF","IL0027481","1020 NORTH LIME KILN ROAD","ANNA","IL","110009988219","1",0,"N",0,0
"ANNANDALE/MAPLE LAKE","MNL066966","SEC 26","UNKNOWN","MN","110070000158",,0,"N",0,0
"ANNAPOLIS WRF","MDL021814","8228 EDGEWOOD ROAD","ANNAPOLIS","MD","110000537116","0",0,"N",0,0
"ANNE LOUISE EDUCATIONAL COMPLEX","TX0115797","3131 FALLBROOK DR","HOUSTON","TX","110009747872","10",0,"N",0,0
"ANNE MILES","MO0103462","HIGHWAY 76","BRANSON WEST","MO","110009872931","0",0,"N",0,0
"ANNISTON CHOCCOLOCCO CREEK WWTP","AL0022195","35 FRIENDSHIP ROAD","OXFORD","AL","110055973923","11",0,"N",0,0
"ANSON COUNTY","NCL041408","907 N WASHINGTON ST","WADESBORO","NC","110006367430","2",0,"N",0,0
"ANSON-MADISON SANITARY DISTRICT","MEL101389","49 PINE ST","MADISON","ME","110006618320","1",0,"N",0,0
"ANSONIA WPCA","CTL100013","253 MAIN STREET","ANSONIA","CT","110070003796","8",0,"N",0,0
"ANSONIA WPCA, CITY OF","CT0100013","NORTH DIVISION STREET","ANSONIA","CT","110006615528","10",0,"N",0,0
"ANSTED TOWN OF","WV0020672","311 WATER PLANT RD","ANSTED","WV","110010866991","4",1,"N",0,0
"ANTHIS WELL WTP","TX0126730","3240 CR 334","ROCKDALE","TX","110017753607","0",0,"N",0,0
"ANTIETEM VALLEY MUNICIPAL AUTH","PAL026646","502 BUTTER LANE","BERKS COUNTY","PA","110010794355","0",0,"N",0,0
"ANTIGO CITY OF","WI0022144","N2420 KOSZAREK ROAD, ANTIGO, WISCONSIN","ANTIGO","WI","110039957990","0",0,"N",0,0
"ANTIOCH STP, VILLAGE OF","IL0020354","796 HOLBEK DRIVE","ANTIOCH","IL","110018223750","2",0,"N",0,0
"ANTIOCH STP, VILLAGE OF","ILL020354","796 HOLBEK DRIVE","ANTIOCH","IL","110018223750","2",0,"N",0,0
"ANTLERS PWA","OK0020346","1108 SE C ST","ANTLERS","OK","110009154654","1",1,"N",0,0
"ANTLERS RESORT LLC WWTF","MO0092304","162 ANTLERS LANE","BRANSON","MO","110006729549","0",0,"N",0,0
"ANTONITO TOWN OF","CO0040975","5876 CR 14","ANTONITO","CO","110006781198","3",2,"N",0,0
"ANTRIM TOWNSHIP","PAL080519","P.O. BOX 130","ANTRIM, TOWNSHIP OF","PA","110015971313","0",0,"N",0,0
"APAC- CENTRAL, INC.-OKAY QUARRY","OKG950066","4997 STATE HWY. 251-A","OKAY","OK","110070257901","0",1,"N",0,0
"APAC-CENTRAL INC.-J-6 QUARRY","OK0042757","26457 SOUTH 4460 ROAD","VINITA","OK","110007385249","I",1,"N",0,0
"APAC-CENTRAL, INC- MUSKOGEE","OKG950070","3300 WEST 40TH NORTH","MUSKOGEE","OK","110070569101","I",1,"N",0,0
"APAC-CENTRAL, INC.-DEWEY QUARRY","OK0100331","400251 WEST 1500 RD","DEWEY","OK","110059807570","I",1,"N",0,0
"APAC-CENTRAL, INC.-ROBERTS QUARRY","OK0045471","14199 WEST 834 ROAD","TAHLEQUAH","OK","110007162220","1",1,"N",0,0
"APAC-CENTRAL-NOWATA QUARRY","OK0045829","3 MILES EAST OF NOWATA ON HWY 60","NOWATA","OK","110043749931","3",1,"N",0,0
"APAC-OKLAHOMA INC.- PAWHUSKA QUARRY","OK0045543","28805 US HWY 60","PAWHUSKA","OK","110007165030","I",1,"N",0,0
"APALACHICOLA WWTF","FLL038857","US HWY 98","APALACHICOLA","FL","110062710801","0",0,"N",0,0
"APEX WATER RECLAMATION FACILITY","NC0064050","300 PRISTINE WATERS DR","APEX","NC","110064637567","0",0,"N",0,0
"APOPKA WRF - PROJECT ARROW","FLL010818","333 SNOWDEN RD","APOPKA","FL","110039822154","1",0,"N",0,0
"APPALACHIAN MATERIALS SYSTEMS NORDGREN RMF","FLL280348","S.R. 574 & CALIFORNIA RD.","TERRA CEIA","FL","110069999697",,0,"N",0,0
"APPLE CREEK WWTP","OH0023892","3059 S APPLE CREEK RD","APPLE CREEK","OH","110011017531","1",0,"N",0,0
"APPLE SPRINGS ISD WETLANDS WWT","TX0118966","9120 FMR 2501","APPLE SPRINGS","TX","110009771844","0",0,"N",0,0
"APPLE SPRINGS ISD WETLANDS WWTF","TX0142417","9120 FM 2501","APPLE SPRINGS","TX","110071505239","0",0,"N",0,0
"APPLE TREE WASTE WATER","COG590061","5033 CR 335 TRAILER 48","NEW CASTLE","CO","COG590061",,0,"N",0,0
"APPLETON CITY WWTF","WI0023221","59 WEIMAR COURT","APPLETON","WI","110039958025","4",0,"N",0,0
"APRA HARBOR WWTP","GUL110019","APRA HARBOR WASTEWATER TREATMENT PLANT","AGAT","GU","110070001428","T",1,"N",0,0
"AQUA AMERICA - ELLWOOD GREENS STP","IL0037036","11533 ELLWOOD GREENS ROAD","GENOA","IL","110006678906","0",0,"N",0,0
"AQUA ILLINOIS - GRANT PARK STP","IL0050717","SOUTH MAIN STREET","GRANT PARK","IL","110009985846","0",0,"N",0,0
"AQUA ILLINOIS - UNIVERSITY PARK WWTF","IL0024473","24650 SOUTH WESTERN AVENUE","UNIVERSITY PARK","IL","110064592445","1",0,"N",0,0
"AQUA ILLINOIS-UNIV PARK","ILL024473","PO BOX 788","PARK FOREST","IL","110000731593","1",0,"N",0,0
"AQUA INDIANA, INC. - MIDWEST FACILITY","IN0042391","6811 ENGLE RD","FORT WAYNE","IN","110006645817","0",0,"N",0,0
"AQUA OHIO WATER CO INC - BLACKLICK WWTP","OH0036021","4010 SIGNAL DR","COLUMBUS","OH","110064611022","7",0,"N",0,0
"AQUA OHIO WATER CO INC - HUBER RIDGE WWTP","OH0036013","5477 BUENOS AIRES BLVD","WESTERVILLE","OH","110006227430","0",0,"N",0,0
"AQUA OHIO WATER CO INC - LAKE DARBY WWTP","OH0036005","589 HUBBARD RD","GALLOWAY","OH","110006322185","0",0,"N",0,0
"AQUA/EAGLE ROCK (LITTLE WASHINGTON WASTEWATER CO)","PAL061590","1 COUNTRY CLUB DRIVE","HAZLE TOWNSHIP","PA","110010970324","0",0,"N",0,0
"AQUIA WWTP","VAL060968","UNKNOWN","STAFFORD COUNTY","VA","110008180244","0",0,"N",0,0
"ARAB SEWER BOARD","ALL020303","526 CULLMAN ROAD","ARAB","AL","110009122653","2",0,"N",0,0
"ARANSAS COUNTY MUD 1 WWTP","TX0128970","278 S LAKE DR","ROCKPORT","TX","110059808294","2",0,"N",0,0
"ARANSAS PASS WWTP","TX0025682","527 RANSOM ISLAND RD","ARANSAS PASS","TX","110000735900","0",0,"N",0,0
"ARAPAHOE BASIN SKI AREA","CO0023876","28194 US HWY 6","DILLON","CO","110010057115","0",2,"N",0,0
"ARAPAHOE COUNTY WATER & WW AUT","COG650029","13031 EAST CALEY AVE.","ENGLEWOOD","CO","110010053654","0",0,"N",0,0
"ARAPAHOE COUNTY WATER AND WASTEWATER AUTHORITY","COL040681","13031 E CALEY AVE","CENTENNIAL","CO","110010053654","0",0,"N",0,0
"ARBENNIE PRITCHETT WATER RECLAMATION FACILITY","FLL485942","250 ROBERTS BLVD","FORT WALTON BEACH","FL","110069221915","1",0,"N",0,0
"ARBUCKLE AGGREGATES, LLC-MILL CREEK","OKG950048","APPROX 3 MILES NORTH OF MILL CK","MILL CREEK","OK","110039184174","0",1,"N",0,0
"ARBUCKLE PUBLIC SERVICE DISTRICT","WV0027022","2276 MINDEN ROAD","MINDEN","WV","110010865965","2",1,"N",0,0
"ARCADE (V)","NYL026948","17 CHURCH STREET","ARCADE","NY","110070002345","0",0,"N",0,0
"ARCADE PUMPING SERVICE","WI0063215","N21903 HIGHWAY 53, ETTRICK, WI","ETTRICK","WI","110070019978",,0,"N",0,0
"ARCADIA WASTEWATER TREATMENT FACILITY","WI0023230","1070 MIDDLE ROAD, ARCADIA, WI","ARCADIA","WI","110002050226","1",0,"N",0,0
"ARCATA WWTF","CAL022713","736 F ST.","ARCATA","CA","110013128640","5",0,"N",0,0
"ARCHBOLD WWTP","OH0020796","515 SHORT BUEHRER RD","ARCHBOLD","OH","110002463815","0",2,"Y",3,0
"ARCHIE ELLEDGE WWTP","NC0037834","2801 GRIFFITH RD","WINSTON SALEM","NC","110009853630","2",0,"N",0,0
"ARCOLA ESTATES","TX0137804","LADONIA ST","ARCOLA","TX","110070080348","4",0,"N",0,0
"ARCOLA STP, CITY OF","IL0027499","303 EGYPTIAN TRAIL","ARCOLA","IL","110009988228","0",0,"N",0,0
"ARDMORE PWA","OK0038440","3600 SUTTON RD","ARDMORE","OK","110024424602","2",4,"N",0,0
"ARGENTA-OREANA ELEMENTARY","IL0047643","400 WEST SOUTH STREET","OREANA","IL","110006678942","0",0,"N",0,0
"ARITON LAGOON","AL0068551","ALABAMA HIGHWAY 123 N","ARITON","AL","110055980443","4",0,"N",0,0
"ARIZONA SOILS COMPOSTING FACILITY","AZL000159","41251 STUTZ RD","VICKSBURG","AZ","110071359650","0",0,"N",0,0
"ARKADELPHIA, CITY OF","ARL020605","700 CLAY STREET","ARKADELPHIA","AR","110000915412","3",0,"N",0,0
"ARKANSAS, CITY OF","KSL044831","PO BOX 778","ARKANSAS CITY","KS","110070001809",,0,"N",0,0
"ARLINGTON COUNTY WATER POLL.","VAL025143","3402 S GLEBE ROAD","ARLINGTON COUNTY","VA","110005291344","0",0,"N",0,0
"ARLINGTON EAST WWTF","FL0026441","1555 MILLCOE RD","JACKSONVILLE","FL","110035603745","5",0,"N",0,0
"ARLINGTON STP","WAL022560","18204 59TH AVE NE","ARLINGTON","WA","110012560157","0",0,"N",0,0
"ARLINGTON STP","TNL078603","UNKNOWN","UNKNOWN","TN","110063645159","0",0,"N",0,0
"ARLINGTON WWTP","TNL021351","P.O. BOX 507","ARLINGTON","TN","110070000859",,0,"N",0,0
"ARMADA IND PARK","MI0055981","69210 POWELL ROAD","ARMADA","MI","110009695106","0",0,"N",0,0
"ARMADA WWTP","MI0022225","73175 FULTON ST","ARMADA","MI","110006649804","0",0,"N",0,0
"ARNOLD CHURCH OF NAZARENE","MO0093866","3651 TELEGRAPH ROAD","ARNOLD","MO","110006729335","1",0,"N",0,0
"ARROWHEAD LAKE MHP","OH0138401","2170 S BERKEY SOUTHERN","SWANTON","OH","110006247533","0",0,"N",0,0
"ARROWHEAD RANCH ESTATES WWTP","TX0101818","APPROX 0.14 MI SE OF INTX OF COUSHATTA LANE","CLAY COUNTY","TX","110009774574","0",0,"N",0,0
"ARROWWOOD REGIONAL WASTEWATER TREATMENT FACILITY","LAJ019041","HARRISON RD & CHEROKEE DR.","COVINGTON","LA","110064640740","0",0,"Y",4,0
"ARTESIA, CITY OF","NML022268","1702 NORTH HALDMAN","ARTESIA","NM","110070003699","1",0,"N",0,0
"ARVIN WWTP","CAL010511","P.O. BOX 665","ARVIN","CA","110070003818",,0,"N",0,0
"ASBURY PARK WATER QUALITY","NJL025241","1701 OCEAN AVE","ASBURY PARK","NJ","110070001043","1",0,"N",0,0
"ASCENSION PARISH GOVERNMENT","LAJ650095","9039 ST. LANDRY RD","GONZALES","LA","110011138973","3",0,"N",0,0
"ASCENSION ST JOHN HEALTH CENTER","MI0060289","37000 26 MILE ROAD","CHESTERFIELD TOWNSHIP","MI","110071156984","1",0,"N",0,0
"ASCENTIA REAL ESTATE HOLDING COMPANY LLC","COL028908","2 W DRY CREEK CIR STE 200","LITTLETON","CO","110070002902","0",0,"N",0,0
"ASH CREEK WWTP","TX0023116","816 PARK RD","AZLE","TX","110064247943","5",0,"N",0,0
"ASHCRAFT WWTP","OH0117552","6023 GREEN RD","KINGSVILLE","OH","110009821185","7",0,"N",0,0
"ASHDOWN, CITY OF","ARL042951","161 WEST COMMERCE","ASHDOWN","AR","110039811647","1",0,"N",0,0
"ASHEBORO WWTP","NC0026123","1032 BONKEMEYER DR","ASHEBORO","NC","110000570944","5",0,"N",0,0
"ASHERTON WWTP","TX0071056","504 END ST","ASHERTON","TX","110010922779","3",0,"N",0,0
"ASHFORD WWTP","AL0057878","465 SOUTH COUNTY ROAD 33","ASHFORD","AL","110055973852","1",0,"N",0,0
"ASHLAND CO WEST HOLMES JVS","OH0119211","1783 STATE RTE 60","ASHLAND","OH","110006353070","0",0,"N",0,0
"ASHLAND COUNTY WATER & SEWER DISTRICT","MTG650016","PO BOX 297","ASHLAND","MT","110014439278","I",0,"N",0,0
"ASHLAND MUNICIPAL AUTHORITY","PAL023558","501 CHESTNUT ST.","ASHLAND","PA","110000735633","0",0,"N",0,0
"ASHLAND SEWAGE UTILITY","WI0030767","1901 KNIGHT ROAD, ASHLAND, WISCONSIN","ASHLAND","WI","110002052126","1",0,"N",0,0
"ASHLAND STP","KYL022373","PO BOX 1839","ASHLAND","KY","110000732244","10",0,"N",0,0
"ASHLAND STP, VILLAGE OF","IL0027529","29916 CEMETERY ROAD","ASHLAND","IL","110009735448","0",0,"N",0,0
"ASHLAND WWTF","NHL100005","6 COLLINS STREET","ASHLAND","NH","110001104359","0",0,"N",0,0
"ASHLAND WWTP","OH0023906","865 US ROUTE 42","ASHLAND","OH","110012521235","0",1,"N",0,0
"ASHLAND WWTP","AL0020141","1225 CRAGFORD RD","ASHLAND","AL","110025375083","6",0,"N",0,0
"ASHLAND WWTP","VAL024899","106 W. VAUGHAN ROAD","ASHLAND","VA","110006179250","0",0,"N",0,0
"ASHLAND, CITY OF","ORL026255","1/4 MI NW OF NEVADA ST &","ASHLAND","OR","110006618160","0",0,"N",0,0
"ASHLEY OAKS WWTP","TX0117234","4435 FAIR OAKS","ALVIN","TX","110009772291","4",0,"N",0,0
"ASHLEY VALLEY WATER REC FAC","UTL025411","4000 E 2200 S","VERNAL","UT","110022280949","0",0,"N",0,0
"ASHLEY VALLEY WATER REC FACIL","UT0025348","4000 EAST 2200 SOUTH","VERNAL","UT","110022280949","0",0,"N",0,0
"ASHLEY VALLEY WATER REC. FACIL","UTL025348","4000 EAST 2200 SOUTH","VERNAL","UT","110070003445","0",0,"N",0,0
"ASHLEY WWSL","MIG580059","ASHLEY LAGOON- E WALLACE ST","ASHLEY","MI","110009909199","0",0,"N",0,0
"ASHLEY WWTP","OH0054488","5981 STEAMTOWN RD","ASHLEY","OH","110008634068","0",0,"N",0,0
"ASHTABULA WPCP","OH0023914","303 WOODLAND AVE","ASHTABULA","OH","110015643044","9",1,"N",0,0
"ASHVILLE VILLAGE WRRF","OH0142581","BTWN SR 752 & STATION ST","ASHVILLE","OH","110067376173","3",1,"N",0,0
"ASHVILLE WWTP","OH0020877","67 S SCIOTO ST","ASHVILLE","OH","110006283958","3",0,"N",0,0
"ASPEN CONSOL. SANIT. DIST WWTF","COG650064","565 NORTH MILL STREET","ASPEN","CO","110064252240","0",0,"N",0,0
"ASPEN CONSOLIDATED SAN DISTRCT","CO0026387","400 SERVICE CENTER DRIVE","PITKIN COUNTY","CO","110022509310","0",1,"N",0,0
"ASPEN CONSOLIDATED SANITATION DISTRICT","COL026387","565 NORTH MILL STREET","ASPEN","CO","110037271154","0",0,"N",0,0
"ASPEN INSTITUTE WWTF","CO0046914","70502 CR T","SAGUACHE COUNTY","CO","110006657741","0",1,"N",0,0
"ASPEN LODGE AT ESTES PARK CORP","COG650076","6120 HIGHWAY 7","ESTES PARK","CO","110006781125","0",0,"N",0,0
"ASPEN LODGE AT ESTES PARK CORP","COL042820","6120 HWY 7","ESTES PARK","CO","110070002981",,0,"N",0,0
"ASPEN PARK METROPOLITAN DISTRICT C/O CLIFTON LARSON ALLEN LLP","COL631016","8390 E. CRESCENT PKWY STE 500","GREENWOOD VILLAGE","CO","110070000904","0",0,"N",0,0
"ASPEN VILLAGE, INC.","COL022721","31-300 HIGHWAY 82","ASPEN","CO","110022552129","0",0,"N",0,0
"ASSUMPTION STP, CITY OF","IL0020907","110 WEST SECOND STREET","ASSUMPTION","IL","110018328567","1",0,"N",0,0
"ASSUNTA'S ITALIAN RESTAURANT","LAJ660199","2631 GAUSE BLVD WEST","SLIDELL","LA","110044261580","0",0,"N",0,0
"ASTORIA STP, VILLAGE OF","IL0025364","SOUTH CHESTNUT STREET","ASTORIA","IL","110009735288","1",0,"N",0,0
"ASTORIA, CITY OF","ORL027561","550 30TH ST","ASTORIA","OR","110000723995","3",0,"N",0,0
"ASTRO WWTP","TX0094790","3946 1/2 MARZIA ST","FRESNO","TX","110017741568","10",0,"N",0,0
"ATASCADERO WWTP","CAL010561","6500 PALMA AVENUE","ATASCADERO","CA","110055985803","0",0,"N",0,0
"ATASCOCITA REGIONAL WWTP","TX0058963","5003 ATASCOCITA ROAD","HOUSTON","TX","110002044109","0",0,"N",0,0
"ATASCOCITA VILLAGE MHP WWTP","TX0020320","520 ATASCOCITA RD","HARRIS COUNTY","TX","110010923607","10",0,"N",0,0
"ATASCOSA RIVER WWTF","TX0022594","550 EAST HUNT ST","PLEASANTON","TX","110006683473","0",0,"N",0,0
"ATCHISON, CITY OF","KSL039128","515 KANSAS AVE","ATCHISON","KS","110006367083","7",0,"N",0,0
"ATCHISON, CITY OF (WWTP)","KS0039128","120 RIVERFRONT RD","ATCHISON","KS","110039996083","0",0,"N",0,0
"ATHENS STP, CITY OF","IL0041203","802 WEST EUREKA STREET","ATHENS","IL","110009986827","0",0,"N",0,0
"ATHENS UB-NO MOUSE CREEK STP","TNL067539","339 COUNTY ROAD 128","ATHENS","TN","110002348941","4",0,"N",0,0
"ATHENS UB-OOSTANAULA CREEK STP","TNL024201","220 ALFORD STREET","ATHENS","TN","110002348941","4",0,"N",0,0
"ATHENS WEST WWTP","TX0025364","2300 CR 1500","ATHENS","TX","110013685039","1",0,"N",0,0
"ATHENS WWTP","AL0020206","942 EAST SANDERFER ROAD","ATHENS","AL","110011890604","0",0,"N",0,0
"ATHENS WWTP","ALL020206","PO BOX 1089","ATHENS","AL","110011890604","0",0,"N",0,0
"ATHENS WWTP","OH0023931","557 E STATE ST","ATHENS","OH","110040027538","0",0,"N",0,0
"ATHENS-CLARKE COUNTY - CLASSIC CITY COMPOST","GAL900001","5700 LEXINGTON ROAD","WINTERVILLE","GA","110060760172","2",0,"N",0,0
"ATHLON SOLUTIONS LLC","LAJ660172","31073 TERMINAL CT","GEISMAR","LA","110013394488","8",0,"N",0,0
"ATHOL W W T P","MAL100005","69 JONES STREET","ATHOL","MA","110006618785","7",2,"N",0,0
"ATK LAUNCH SYSTEMS INC","UTL024805","9160 NORTH HWY 83","BRIGHAM CITY","UT","110032607329","0",0,"N",0,0
"ATLANTA (R.M. CLAYTON WPCP)","GAL021482","55 TRINITY AVENUE","ATLANTA","GA","110011331022","9",0,"N",0,0
"ATLANTA (SOUTH RIVER WRC)","GAL024040","55 TRINITY AVENUE","ATLANTA","GA","110001424334","11",0,"N",0,0
"ATLANTA (UTOY CREEK WRC)","GAL021458","55 TRINITY AVENUE","ATLANTA","GA","110058299470","7",1,"N",0,0
"ATLANTIC BEACH","FLL038776","800 SEMINOLE ROAD","ATLANTIC BEACH","FL","110038520080","0",0,"N",0,0
"ATLANTIC CITY OF STP","IA0029025","309 SUNNYSIDE LN.","ATLANTIC","IA","110010035443","3",0,"N",0,0
"ATLANTIC COUNTY UTIL AUTH WWTF","NJL024473","1801 ABSECON BLVD","ATLANTIC CITY","NJ","110000734411","3",0,"N",0,0
"ATMORE WWTP","AL0049557","369 EAST AVENUE","ATMORE","AL","110055979115","3",0,"N",0,0
"ATOKA, CITY OF","OK0028576","350 EAST NORTH HILLS RD","ATOKA","OK","110011008738","3",0,"Y",1,0
"ATTICA (V)","NYL021849","9 WATER STREET","ATTICA","NY","110034168433","0",1,"N",0,0
"ATTICA STP","OH0023957","113 HEYMAN DR","ATTICA","OH","110040036118","0",0,"N",0,0
"ATTLEBORO W P C F","MAL100595","77 PARK STREET","ATTLEBORO","MA","110070002333","8",0,"N",0,0
"ATWATER WWTF","CAL079197","750 BELLVUE ROAD","ATWATER","CA","110070003483",,0,"N",0,0
"ATWATER, CITY OF","CAL085308","750 BELLEVUE ROAD","ATWATER","CA","110070003483",,0,"N",0,0
"ATWOOD REGIONAL W & SD","OH0050253","3103 NEW CUMBERLAND RD NE","MINERAL CITY","OH","110006803272","0",0,"N",0,0
"ATWOOD STP, VILLAGE OF","IL0025097","402 WEST BIRCH LANE","ATWOOD","IL","110018287806","0",0,"N",0,0
"AU GRES WWTP","MI0058794","2750 SOUTH STREET","AU GRES","MI","110012310971","0",0,"N",0,0
"AUB-OOSTANAULA CREEK STP","TN0024201","220 ALFORD STREET","ATHENS","TN","110002348941","4",0,"N",0,0
"AUBREY WWTF","TX0056588","514 BLUEBONNET ST","AUBREY","TX","110009746427","0",0,"N",0,0
"AUBURN (C)","NYL021903","24 SOUTH ST","AUBURN","NY","110004393148","6",0,"N",0,0
"AUBURN NORTHSIDE WPCF","AL0050245","3121 RICHLAND ROAD","AUBURN","AL","110000718901","2",0,"N",0,0
"AUBURN WWTP","CAL077712","P.O. BOX 6071","AUBURN","CA","110070000962",,0,"N",0,0
"AUBURN WWTP","IN0020672","2010 S WAYNE ST","AUBURN","IN","110000568065","0",0,"N",0,0
"AUBURN WWTP","INL020672","PO BOX 506","AUBURN","IN","110069999678",,0,"N",0,0
"AUBURNDALE ALLRED WWTP","FL0021466","1300 RECKER HWY # 655","AUBURNDALE","FL","110027961668","7",0,"N",0,0
"AUGUSTA CO SER AUTH-STAUNTON","VAL022306","P.O. BOX 859","VERONA","VA","110054928496",,0,"N",0,0
"AUGUSTA CO SERVICE AUTH,WYERS","VAL022349","356 CHAPEL HILL LANE","WEYERS CAVE","VA","110008996989","0",0,"N",0,0
"AUGUSTA CO.SERVICE AUTH.MT.SID","VAL022322","BETWEEN RTE 11&I-81","AUGUSTA COUNTY","VA","110008996970","0",0,"N",0,0
"AUGUSTA COUNTY SERVICE AUTH.-NEW HOPE","VAL062481","1998 KNIGHTLY MILL RD","NEW HOPE","VA","110008997390","0",0,"N",0,0
"AUGUSTA STP, VILLAGE OF ","IL0027570","81 CENTER ST (CO HWY 20)","AUGUSTA","IL","110009988237","1",0,"N",0,0
"AUGUSTA, CITY OF","KSL094561","PO BOX 489","AUGUSTA","KS","110070003211","0",2,"N",1,1
"AUGUSTA, CITY OF (WWTP)","KS0094561","PO BOX 489","AUGUSTA","KS","110011220892","4",1,"N",0,0
"AURORA CENTRAL WWTP","OH0021903","264 N CHILLICOTHE RD","AURORA","OH","110009610536","0",0,"N",1,0
"AURORA PARK SUBDIVISION","LAJ660307","US HWY 71","ALEXANDRIA","LA","110054124513","0",0,"N",0,0
"AURORA WASTEWATER TREATMENT FACILITY","TX0140180","2480' NW OF INTX PEEK ROAD AND STOCKDICK SCHOOL RD","KATY","TX","110070711694","0",0,"N",0,0
"AURORA WESTERLY WWTP","OH0098043","1230 W GARFIELD RD","AURORA","OH","110000735517","0",0,"N",1,0
